cnn.com,https://cnn.com,static banner,closing_score:1,banner_closed:True,is_navigated:False,is_scrolled:True,is_text_selected:False,clicked:False,url_changed:False,"branch:if not is_new_ui_area_same_as_old_banner_area(data, i) and does_banner_exist(data, i):"
mts.ru,https://mts.ru,static banner,closing_score:1,banner_closed:True,is_navigated:False,is_scrolled:True,is_text_selected:False,clicked:False,url_changed:False,"branch:if not is_new_ui_area_same_as_old_banner_area(data, i) and does_banner_exist(data, i):"
dell.com,https://dell.com,static banner,closing_score:1,banner_closed:True,is_navigated:False,is_scrolled:True,is_text_selected:False,clicked:False,url_changed:False,branch:if tabbed: else:
espn.com,https://espn.com,static banner,closing_score:1,banner_closed:True,is_navigated:False,is_scrolled:True,is_text_selected:False,clicked:False,url_changed:False,"branch:if not is_new_ui_area_same_as_old_banner_area(data, i) and does_banner_exist(data, i):"
huawei.com,https://huawei.com,static banner,closing_score:3,banner_closed:True,is_navigated:False,is_scrolled:True,is_text_selected:False,clicked:False,url_changed:False,"branch:if not is_new_ui_area_same_as_old_banner_area(data, i) and does_banner_exist(data, i):"
